id	org	prod0	prod1	prod2	prod3	prod4	prod5	prod6	prod7	prod8	prod9	sales	daysLate
994	g	28	6	2	43	15	40	89	33	1	3	260	12
995	g	69	11	4	5	32	26	78	22	4	9	260	20
996	b	41	9	3	9	26	35	92	10	5	8	238	7
997	g	29	10	4	42	18	39	33	23	2	3	203	74
998	b	46	9	3	13	23	45	74	16	2	6	237	17
999	g	20	5	4	40	20	34	64	42	3	5	237	75
1000	b	75	11	4	20	12	37	64	13	4	9	249	28
1001	g	20	12	4	23	14	32	62	32	2	3	204	89
1002	b	49	5	4	13	24	42	71	18	3	9	238	29
1003	g	40	11	3	34	33	34	79	43	4	5	286	27
1004	g	38	11	5	35	26	28	84	31	3	6	267	7
1005	b	9	9	5	42	27	34	74	29	1	3	233	2
1006	b	73	12	3	2	23	49	79	13	2	10	266	6
1007	g	11	10	3	26	15	31	50	45	2	7	200	3
1008	g	25	13	4	40	20	31	34	23	0	4	194	67
1009	b	72	5	3	2	34	45	91	24	4	9	289	29
1010	b	70	9	2	9	24	30	91	17	5	8	265	31
1011	b	70	11	3	23	30	38	57	15	4	7	258	2
1012	g	24	7	2	24	25	35	35	24	1	1	178	7
1013	g	22	8	2	25	28	32	77	32	3	6	235	39
1014	b	57	7	1	3	22	40	43	20	4	9	206	9
1015	g	33	4	4	24	31	30	33	24	2	2	187	15
1016	g	33	12	2	29	33	19	69	36	2	1	236	43
1017	b	50	10	3	19	22	47	62	29	4	7	253	2
1018	g	17	10	3	29	24	33	81	36	1	2	236	29
1019	b	41	8	4	9	28	27	54	19	2	5	197	22
1020	g	28	7	5	41	18	27	83	42	3	1	255	14
1021	g	19	12	3	27	20	12	60	36	1	1	191	18
1022	g	21	8	4	31	37	10	45	47	2	7	212	22
1023	g	14	5	4	22	28	12	44	39	1	3	172	11
1024	g	34	12	4	36	14	40	82	28	2	4	256	28
1025	g	38	6	4	32	34	26	34	37	3	3	217	48
1026	b	72	5	4	7	17	31	45	23	2	5	211	21
1027	g	38	4	4	39	28	10	57	24	3	7	214	20
1028	g	6	11	2	36	13	28	81	31	1	6	215	17
1029	g	35	12	2	40	34	37	90	34	2	6	292	34
1030	b	76	11	4	18	34	37	71	23	4	5	283	10
1031	b	75	4	1	19	32	44	55	22	5	9	266	10
1032	b	48	9	1	13	31	46	71	22	5	8	254	19
1033	b	31	7	3	42	27	19	72	22	1	7	231	20
1034	g	7	9	3	27	16	27	80	42	3	2	216	11
1035	g	24	11	4	31	20	21	72	38	3	7	231	28
1036	g	23	6	5	29	18	20	92	48	2	7	250	28
1037	g	42	6	3	31	25	26	75	39	3	3	253	68
1038	b	72	10	2	22	30	39	33	17	4	9	238	18
1039	g	10	9	2	22	34	19	63	35	2	5	201	69
1040	b	60	8	3	21	30	33	92	14	3	8	272	26
1041	g	26	5	3	25	17	14	74	24	3	3	194	1
1042	g	21	9	5	42	21	33	31	26	1	4	193	19
1043	g	5	12	2	25	28	38	81	27	3	1	222	42
1044	b	49	6	5	6	16	42	79	10	4	7	224	53
1045	b	63	5	2	9	21	40	50	11	4	7	212	14
1046	g	6	5	2	29	29	33	36	46	3	7	196	0
1047	g	18	10	2	33	34	10	90	41	3	7	248	4
1048	g	37	13	4	22	33	21	86	24	2	5	247	0
1049	g	38	9	3	25	19	14	66	41	3	1	219	25
1050	g	13	10	3	28	37	28	42	45	2	1	209	46
1051	b	77	4	1	14	28	25	89	16	2	11	267	17
1052	g	6	7	5	26	31	23	50	29	0	3	180	15
1053	g	21	5	2	26	21	10	42	46	1	3	177	52
1054	b	68	12	4	6	20	23	33	22	2	11	201	1
1055	b	73	6	2	16	31	26	82	15	2	10	263	23
1056	g	35	7	4	33	24	26	87	31	3	3	253	63
1057	b	46	6	3	17	24	33	70	34	3	9	245	73
1058	b	38	5	3	2	31	25	57	32	4	7	204	8
1059	g	25	7	2	23	29	11	38	38	2	4	179	8
1060	g	18	10	5	28	35	15	67	28	2	6	214	1
1061	g	11	12	2	40	19	20	58	47	2	5	216	13
1062	g	8	10	3	28	36	25	33	42	2	4	191	22
1063	g	32	7	2	26	15	27	88	34	1	6	238	13
1064	g	20	10	2	29	16	35	36	27	2	6	183	16
1065	g	4	7	3	35	21	39	74	31	2	7	223	15
1066	g	39	11	2	28	36	24	35	46	3	5	229	19
1067	g	30	4	4	35	27	26	72	36	2	4	240	25
1068	b	8	5	3	37	20	12	52	29	3	5	174	2
1069	g	22	6	3	42	30	11	88	36	3	7	248	20
1070	g	70	8	3	17	23	26	68	33	4	6	258	59
1071	b	52	9	5	17	31	44	33	36	3	9	239	15
1072	g	15	8	3	26	32	35	43	45	0	7	214	17
1073	g	11	12	3	39	13	40	68	47	3	2	238	36
1074	b	66	11	4	3	14	32	48	27	2	8	215	24
1075	b	49	6	4	9	16	42	46	31	3	5	211	25
1076	g	30	9	4	26	32	36	58	47	3	2	247	7
1077	g	39	5	2	33	16	16	41	43	3	7	205	10
1078	g	24	5	3	27	26	40	36	39	2	3	205	13
1079	g	31	6	4	31	34	14	82	31	1	2	236	76
1080	g	54	12	3	23	33	49	67	28	4	9	282	86
1081	b	40	8	1	16	37	44	50	11	2	7	216	2
1082	g	9	8	4	42	28	27	32	43	1	6	200	4
1083	b	64	5	5	23	25	31	62	10	4	6	235	20
1084	g	28	8	3	40	23	26	91	38	2	1	260	24
1085	g	14	7	2	37	13	24	70	45	3	4	219	55
1086	b	44	11	2	9	36	24	42	33	2	10	213	15
1087	g	4	5	4	30	26	27	31	40	2	3	172	13
1088	g	7	8	2	41	21	17	38	46	3	7	190	1
1089	b	69	7	2	4	36	53	49	10	4	7	241	20
1090	g	34	10	1	27	13	23	44	48	3	2	205	15
1091	g	16	9	2	40	13	28	72	25	3	1	209	45
1092	b	41	7	4	18	16	48	39	26	4	7	210	16
1093	g	34	6	2	42	33	35	89	36	3	3	283	11
1094	g	9	9	3	35	14	31	61	45	2	2	211	42
1095	b	58	8	3	24	37	40	48	28	3	6	255	77
1096	b	47	7	5	22	36	43	88	34	4	11	297	0
1097	b	44	4	3	23	19	35	51	30	4	11	224	4
1098	g	10	5	2	24	32	38	52	31	1	4	199	8
1099	b	26	9	4	42	14	36	67	24	1	6	229	17
1100	g	36	6	2	24	15	20	60	29	2	5	199	17
1101	g	38	7	2	25	18	40	44	30	2	6	212	7
1102	g	7	12	5	42	20	33	38	22	3	5	187	28
1103	g	18	9	2	35	26	38	53	20	3	1	205	16
1104	b	67	9	5	9	20	28	41	14	4	6	203	40
1105	g	52	9	3	6	27	48	61	31	3	7	247	23
1106	g	32	8	4	23	37	30	37	25	3	1	200	29
1107	b	66	10	2	16	16	44	80	13	2	11	260	6
1108	g	28	11	5	33	18	23	43	44	1	6	212	25
1109	g	17	5	2	29	22	33	65	34	2	7	216	27
1110	g	39	11	5	27	33	17	46	32	3	5	218	19
1111	g	44	6	1	37	35	16	88	28	1	7	263	23
1112	g	12	13	5	36	13	29	64	44	3	6	225	6
1113	g	20	8	3	41	28	17	73	30	2	4	226	19
1114	g	17	11	2	38	35	14	69	48	3	6	243	12
1115	g	26	12	4	33	35	35	34	27	2	5	213	70
1116	b	72	5	2	9	36	23	78	10	2	5	242	22
1117	g	8	9	2	41	37	27	67	31	3	2	227	35
1118	b	50	10	4	8	25	49	81	29	3	5	264	24
1119	g	15	12	4	35	37	21	66	27	3	4	224	22
1120	g	27	11	2	20	33	36	89	34	3	4	259	0
1121	g	36	4	1	35	25	13	55	26	2	3	200	7
1122	g	36	8	4	34	32	25	72	27	3	2	243	57
1123	b	60	7	2	6	31	37	75	12	3	6	239	22
1124	g	16	11	2	41	12	40	54	39	2	5	222	14
1125	g	4	9	4	29	28	19	36	26	3	3	161	62
1126	b	60	10	3	4	14	46	43	32	2	11	225	55
1127	b	50	7	2	17	33	39	74	10	4	9	245	28
1128	b	29	5	3	41	33	40	77	46	3	3	280	25
1129	g	28	11	2	21	36	20	82	40	3	2	245	13
1130	b	62	6	4	11	14	27	60	29	3	10	226	15
1131	g	23	8	5	41	15	39	83	42	3	3	262	46
1132	g	62	4	3	21	18	28	33	35	5	5	214	6
1133	g	19	7	5	22	14	19	78	46	2	1	213	14
1134	g	29	6	2	32	30	21	91	28	1	5	245	5
1135	g	9	10	3	27	19	29	55	42	1	4	199	28
1136	g	38	9	1	24	31	25	50	26	3	4	211	20
1137	g	23	5	5	34	19	21	52	41	2	7	209	18
1138	g	24	12	2	36	29	24	60	36	1	3	227	22
1139	g	30	5	2	22	21	35	31	44	1	2	193	7
1140	g	35	13	2	36	29	31	47	30	1	2	226	10
1141	g	34	12	2	28	26	23	35	28	3	2	193	42
1142	b	47	7	2	8	13	34	67	31	3	6	218	15
1143	g	40	10	3	42	33	17	47	48	3	4	247	30
1144	b	51	5	3	11	35	49	32	23	4	7	220	7
1145	b	66	4	3	15	22	53	55	25	3	6	252	41
1146	g	54	5	3	16	21	35	70	28	4	7	243	9
1147	g	26	9	4	38	21	38	77	48	2	4	267	21
1148	b	18	7	2	33	23	19	63	25	3	2	195	15
1149	b	11	11	2	23	15	25	41	33	1	4	166	65
1150	b	59	10	3	22	35	23	46	21	3	7	229	2
1151	b	49	6	4	13	17	40	52	22	4	8	215	9
1152	b	50	12	2	20	31	36	73	18	5	5	252	11
1153	g	41	12	3	27	13	19	67	24	1	5	212	27
1154	g	17	9	1	28	29	29	89	44	2	5	253	9
1155	b	53	6	3	6	31	33	90	11	4	9	246	26
1156	g	40	11	3	29	14	12	45	34	3	2	193	12
1157	g	38	7	2	32	17	34	89	36	2	7	264	19
1158	g	17	7	4	33	19	14	73	28	3	2	200	27
1159	g	27	10	3	33	31	20	79	21	3	4	231	9
1160	g	18	6	5	33	36	40	57	28	1	6	230	36
1161	b	43	9	2	18	19	40	51	28	2	9	221	41
1162	b	53	7	2	8	33	24	40	33	2	6	208	5
1163	g	28	11	3	42	34	37	74	32	1	2	264	23
1164	g	11	9	3	40	32	24	64	34	1	7	225	16
1165	g	9	4	3	39	29	35	43	35	3	6	206	29
1166	g	15	10	3	41	35	29	34	26	3	5	201	6
1167	g	5	11	5	32	38	32	73	39	2	7	244	27
1168	g	12	11	3	28	23	31	77	40	3	1	229	24
1169	g	6	10	2	33	29	39	63	20	3	5	210	24
1170	g	40	6	3	25	13	31	83	32	3	6	242	32
1171	b	55	11	3	8	19	44	32	24	5	9	210	27
1172	g	18	11	2	26	30	21	70	25	2	3	208	2
1173	g	7	9	1	23	32	17	79	34	2	4	208	10
1174	g	16	5	2	41	15	39	79	44	2	6	249	25
1175	g	39	5	5	36	36	29	82	26	2	4	264	65
1176	b	65	8	5	23	16	46	56	19	4	9	251	10
1177	g	18	11	3	36	17	17	32	29	2	4	169	11
1178	b	63	5	5	6	29	52	86	21	4	10	281	13
1179	g	31	13	1	26	37	30	48	24	3	7	220	25
1180	g	21	10	3	30	22	35	81	27	3	4	236	4
1181	g	16	8	5	37	19	9	33	20	3	6	156	28
1182	g	11	5	3	22	26	35	69	35	1	5	212	27
1183	g	18	7	3	24	16	28	56	23	3	4	182	19
1184	g	43	8	3	28	37	25	44	31	2	3	224	4
1185	g	10	12	5	42	34	25	92	29	2	5	256	23
1186	g	11	5	5	26	17	17	89	39	1	5	215	70
1187	b	43	8	2	2	22	30	54	33	5	5	204	23
1188	g	9	7	3	27	26	22	43	35	3	5	180	10
1189	g	10	12	4	41	14	27	41	45	1	6	201	63
1190	b	64	4	2	6	33	52	58	9	4	10	242	12
1191	g	44	10	2	23	19	21	72	31	1	7	230	11
1192	b	63	12	2	8	34	41	77	8	4	8	257	11
1193	g	40	7	3	27	20	28	90	21	3	1	240	27
1194	g	14	12	4	20	32	11	59	39	2	1	194	20
1195	g	27	12	2	28	32	32	63	42	2	6	246	27
1196	g	23	9	4	23	23	28	32	28	1	1	172	1
1197	g	29	6	2	34	36	27	79	20	1	3	237	49
1198	b	75	11	4	22	17	50	55	28	2	10	274	0
1199	g	21	5	3	35	29	33	71	31	1	2	231	17
1200	g	33	12	2	28	31	25	32	34	2	6	205	84
1201	b	71	5	4	14	37	52	90	12	4	9	298	12
1202	g	13	12	2	40	28	18	83	40	1	7	244	23
1203	g	16	9	3	24	26	35	88	22	1	4	228	23
1204	g	23	7	1	27	30	27	77	34	1	5	232	19
1205	g	12	6	3	34	34	18	61	38	2	3	211	25
1206	g	41	13	3	9	19	26	84	20	2	11	228	19
1207	b	44	12	3	5	30	34	75	11	3	5	222	10
1208	g	6	11	2	29	20	31	85	29	4	7	224	4
1209	g	25	6	4	38	21	32	51	37	3	1	218	9
1210	g	41	5	3	29	13	10	32	32	2	7	174	53
1211	g	75	12	3	3	15	29	91	14	2	5	249	20
1212	g	30	6	5	23	20	14	68	40	3	3	212	11
1213	b	31	4	5	27	36	35	73	44	2	3	260	14
1214	g	33	9	2	21	24	15	68	30	1	3	206	25
1215	g	6	9	2	42	25	32	48	28	2	1	195	17
1216	g	35	10	2	28	25	36	69	48	1	7	261	66
1217	b	53	11	5	14	24	35	56	35	3	8	244	7
1218	b	41	8	2	21	18	36	41	35	2	1	205	25
1219	g	18	11	4	39	18	11	56	27	3	2	189	20
1220	b	37	6	2	42	26	12	37	44	1	6	213	14
1221	g	33	10	2	24	34	38	49	23	0	3	216	28
1222	g	33	12	3	34	33	9	75	30	3	4	236	41
1223	b	55	4	1	4	33	23	46	9	4	6	185	36
1224	g	43	7	3	16	36	35	46	21	2	7	216	26
1225	g	33	9	4	34	36	17	38	23	1	5	200	20
1226	b	39	7	2	27	31	14	77	33	2	3	235	27
1227	g	18	7	5	42	27	10	90	23	1	7	230	4
1228	g	22	4	2	29	32	25	82	48	2	6	252	76
1229	g	62	10	5	21	30	32	78	21	4	9	272	7
1230	g	33	6	4	39	18	16	32	44	1	4	197	13
1231	g	21	4	1	34	26	22	76	45	2	1	232	6
1232	g	22	5	4	43	22	28	75	20	2	5	226	35
1233	g	52	8	5	21	15	32	55	28	4	10	230	21
1234	g	41	8	4	42	33	15	89	21	2	2	257	41
1235	g	65	9	3	10	16	40	85	19	2	5	254	19
1236	g	18	7	5	37	37	30	48	34	2	3	221	25
1237	g	30	6	4	37	31	19	30	31	1	3	192	25
1238	b	35	7	5	28	21	35	91	38	1	4	265	29
1239	g	22	6	5	26	27	37	56	47	3	1	230	10
1240	g	17	7	3	32	29	9	41	45	3	7	193	1
1241	g	14	5	2	41	22	10	54	39	1	6	194	29
1242	b	42	12	3	21	19	34	45	33	2	6	217	18
1243	g	41	6	4	26	15	25	37	26	3	3	186	7
1244	b	38	10	1	13	27	50	33	23	4	8	207	67
1245	b	58	9	2	15	13	29	67	28	3	10	234	6
1246	g	4	9	2	42	31	33	40	31	3	5	200	18
1247	g	9	9	4	24	19	29	41	29	3	4	171	20
1248	g	5	4	5	33	30	29	31	27	1	4	169	0
1249	g	16	12	5	41	16	13	64	41	1	4	213	8
1250	g	11	7	2	37	13	38	48	41	3	6	206	61
1251	b	49	5	4	23	34	48	46	17	2	7	235	59
1252	g	53	9	2	9	16	24	86	34	2	10	245	8
1253	b	35	9	5	23	26	22	85	46	2	1	254	18
1254	g	23	5	3	32	28	33	45	39	1	1	210	21
1255	g	28	4	2	31	30	16	57	22	3	4	197	20
1256	g	17	10	3	34	25	22	80	47	3	6	247	11
1257	g	10	5	3	40	26	35	71	20	3	2	215	23
1258	g	43	12	5	39	34	35	48	30	2	2	250	11
1259	g	39	8	2	33	30	14	40	29	2	4	201	89
1260	b	76	10	3	4	29	46	49	11	4	6	238	24
1261	g	37	5	3	41	28	14	57	31	3	5	224	28
1262	b	17	4	3	27	17	18	62	44	3	7	202	16
1263	g	25	11	2	38	18	39	75	29	1	5	243	12
1264	g	8	12	2	40	26	21	51	39	0	1	200	28
1265	g	34	7	2	39	13	11	66	31	1	4	208	1
1266	b	21	12	4	29	16	24	46	29	1	5	187	16
1267	g	21	10	3	41	28	37	51	33	2	5	231	74
1268	b	56	4	5	24	13	33	83	33	3	7	261	23
1269	g	16	10	4	32	18	12	45	34	1	6	178	0
1270	g	14	13	4	22	12	27	35	34	1	3	165	8
1271	b	22	6	5	37	29	13	32	29	1	7	181	28
1272	g	34	8	3	30	26	15	49	42	1	5	213	84
1273	b	76	12	5	14	33	29	83	18	2	9	281	13
1274	b	22	7	2	28	37	18	91	36	3	1	245	10
1275	b	26	6	1	29	16	27	31	45	2	7	190	0
1276	g	11	6	2	36	32	34	35	44	3	2	205	15
1277	g	43	12	4	24	28	20	59	23	1	1	215	0
1278	b	59	4	3	11	24	46	45	28	4	8	232	16
1279	g	9	10	5	21	23	33	43	39	1	5	189	63
1280	b	41	10	3	12	30	30	38	24	3	5	196	11
1281	g	67	8	4	23	33	34	47	12	2	8	238	5
1282	g	41	7	3	23	26	40	91	38	1	7	277	29
1283	g	37	11	3	27	22	26	89	22	1	2	240	5
1284	g	15	6	5	32	32	10	46	39	1	7	193	37
1285	b	67	10	3	12	24	34	81	20	3	10	264	16
1286	g	7	11	5	22	15	20	83	43	3	5	214	89
1287	b	55	8	3	12	29	44	47	36	4	5	243	11
1288	g	26	10	5	22	37	14	58	26	1	1	200	20
1289	g	6	10	2	37	32	38	38	41	2	4	210	36
1290	b	61	11	4	19	28	26	87	31	4	9	280	0
1291	g	33	4	3	33	21	36	92	44	2	1	269	18
1292	g	11	9	4	33	13	23	58	31	2	1	185	17
1293	g	26	7	2	28	32	33	57	40	2	1	228	60
1294	b	40	4	3	14	12	35	84	12	5	9	218	19
1295	b	56	9	5	24	16	41	84	9	3	10	257	17
1296	g	9	7	1	42	15	40	85	33	1	3	236	58
1297	b	46	8	2	21	30	41	62	9	2	10	231	3
1298	g	29	11	3	42	19	14	40	21	3	5	187	28
1299	g	5	12	3	26	15	33	50	32	2	1	179	22
1300	b	44	5	5	24	30	29	71	25	2	2	237	21
1301	g	8	4	2	42	34	39	64	43	2	5	243	17
1302	b	43	12	3	28	13	26	69	24	2	4	224	27
1303	g	35	6	3	22	20	21	57	43	3	4	214	6
1304	b	41	4	2	18	27	44	46	17	4	6	209	1
1305	g	17	7	4	30	29	15	44	37	2	5	190	14
1306	g	21	5	5	31	36	24	77	34	1	3	237	51
1307	b	72	7	4	4	30	22	55	21	5	7	227	74
1308	b	60	7	2	18	37	37	46	17	2	8	234	57
1309	b	58	7	4	21	25	47	58	24	4	7	255	5
1310	g	31	11	5	38	16	11	62	35	1	4	214	14
1311	g	9	11	2	35	34	36	66	20	1	7	221	29
1312	g	38	10	2	26	19	22	40	48	3	6	214	49
1313	b	71	11	2	7	30	28	77	11	3	5	245	62
1314	b	55	7	3	10	28	38	66	33	3	5	248	19
1315	g	44	10	3	22	22	17	78	38	1	1	236	49
1316	b	36	5	1	6	20	36	55	22	2	7	190	22
1317	g	7	7	4	21	13	28	58	31	1	2	172	50
1318	b	40	11	3	11	30	34	52	27	4	6	218	34
1319	b	53	7	2	10	30	45	48	13	5	10	223	7
1320	g	18	6	2	29	19	34	34	43	1	4	190	82
1321	g	47	8	5	7	19	41	89	13	4	6	239	16
1322	g	21	4	2	42	19	25	87	47	2	1	250	20
1323	b	77	8	3	3	34	46	49	26	4	9	259	13
1324	g	32	6	3	33	27	11	78	35	3	5	233	34
1325	b	60	10	3	16	23	52	31	25	4	10	234	10
1326	b	49	8	3	19	27	37	37	11	2	8	201	11
1327	g	39	5	4	30	24	19	40	34	2	2	199	24
1328	b	74	6	2	24	12	33	69	15	4	10	249	79
1329	b	40	6	4	24	31	34	69	21	2	5	236	15
1330	g	42	7	3	24	23	13	37	20	3	2	174	8
1331	g	35	11	1	28	13	25	67	30	3	5	218	32
1332	b	64	9	5	22	25	43	50	22	4	10	254	7
1333	b	71	9	4	6	25	32	84	16	3	9	259	53
1334	b	65	11	5	7	23	34	52	24	4	9	234	14
1335	g	29	11	5	26	37	22	64	30	3	2	229	23
1336	b	7	5	4	25	37	39	74	47	3	1	242	25
1337	g	39	12	1	41	18	12	89	42	1	3	258	6
1338	g	14	12	3	38	16	14	75	20	2	3	197	3
1339	b	61	7	4	3	25	40	65	24	3	10	242	72
1340	b	65	5	1	14	35	42	56	25	2	6	251	20
1341	g	4	4	3	28	14	11	54	24	1	7	150	29
1342	g	32	4	3	39	36	12	34	40	3	4	207	19
1343	g	19	8	1	23	34	24	85	25	3	2	224	70
1344	b	57	12	4	24	23	52	58	34	2	6	272	0
1345	g	24	6	4	29	36	19	79	24	2	5	228	23
1346	g	41	6	5	25	16	39	80	22	2	7	243	21
1347	g	37	8	3	26	24	34	48	23	3	7	213	7
1348	g	23	13	2	21	21	25	76	24	3	5	213	24
1349	b	70	7	3	15	20	36	84	12	3	9	259	3
1350	g	31	13	4	20	33	13	36	34	2	5	191	4
1351	g	29	9	4	36	31	21	69	30	3	7	239	28
1352	g	33	10	3	37	33	34	35	38	2	5	230	13
1353	b	19	11	3	37	20	12	74	44	2	1	223	14
1354	g	33	6	5	40	36	36	67	30	0	7	260	24
1355	g	40	8	4	35	29	36	37	25	2	4	220	14
1356	g	33	11	3	41	28	29	84	31	3	7	270	11
1357	b	64	11	4	6	32	30	39	21	4	10	221	13
1358	b	56	6	3	18	37	50	34	17	4	7	232	25
1359	g	40	6	4	38	27	35	62	30	2	7	251	24
1360	g	7	7	3	38	19	12	84	31	1	1	203	7
1361	g	15	12	2	24	15	19	35	37	1	2	162	3
1362	g	31	9	3	30	27	17	50	35	1	4	207	23
1363	g	10	5	4	29	30	26	85	30	1	5	225	20
1364	g	17	5	4	29	29	37	63	37	3	2	226	38
1365	b	70	10	4	5	16	23	91	30	2	10	261	27
1366	g	4	6	4	28	30	21	91	41	2	4	231	4
1367	b	21	12	4	42	37	17	66	44	2	1	246	55
1368	b	44	6	4	11	26	32	78	27	2	11	241	2
1369	g	33	13	1	32	13	9	78	34	3	1	217	27
1370	g	43	10	2	31	18	37	64	37	1	4	247	11
1371	g	8	5	2	24	15	25	63	33	1	6	182	53
1372	b	51	12	3	24	15	48	54	33	2	6	248	75
1373	g	45	8	5	10	12	51	90	34	3	8	266	29
1374	g	15	9	4	42	29	32	39	22	2	4	198	19
1375	g	12	11	5	29	37	20	45	21	2	2	184	24
1376	g	18	11	5	29	22	9	39	28	1	5	167	16
1377	g	8	7	3	39	24	28	87	27	3	5	231	81
1378	b	48	12	4	21	23	40	62	14	3	5	232	12
1379	g	5	7	2	34	14	12	72	36	1	7	190	56
1380	b	45	10	2	11	22	24	70	29	4	10	227	3
1381	g	22	7	1	40	32	28	37	33	2	4	206	16
1382	g	36	11	3	29	33	20	79	37	3	4	255	19
1383	g	4	12	3	21	19	13	50	27	3	3	155	11
1384	g	11	8	4	33	12	13	42	29	2	1	155	25
1385	g	25	5	3	22	29	11	49	24	3	1	172	0
1386	b	39	6	3	36	37	24	32	25	2	6	210	0
1387	g	22	7	4	36	36	33	79	33	1	3	254	27
1388	g	22	8	4	35	26	27	46	34	2	3	207	10
1389	g	24	9	4	31	29	16	79	21	0	5	218	22
1390	b	54	12	2	7	29	41	35	16	5	11	212	28
1391	b	39	8	4	24	15	36	35	16	2	9	188	22
1392	b	31	6	4	23	21	24	67	24	1	4	205	57
1393	b	42	7	3	9	34	24	85	17	3	9	233	56
1394	b	40	9	3	14	27	33	57	9	5	10	207	11
1395	g	34	5	2	22	13	25	37	34	2	3	177	5
1396	g	43	7	3	27	27	34	77	43	1	2	264	37
1397	b	60	9	3	20	25	50	75	14	3	6	265	57
1398	b	49	6	4	15	14	30	86	21	3	8	236	66
1399	g	65	5	3	14	13	35	39	17	2	5	198	22
1400	b	50	12	4	17	16	26	73	19	4	8	229	66
1401	b	50	12	2	6	19	26	81	25	2	10	233	21
1402	g	34	5	3	40	24	30	89	22	1	3	251	3
1403	g	38	4	2	31	29	11	50	44	1	2	212	21
1404	g	40	9	5	40	21	28	76	27	0	3	249	28
1405	g	25	4	5	31	36	13	32	33	2	5	186	20
1406	g	23	10	2	21	17	24	84	21	2	5	209	15
1407	g	27	5	3	23	29	38	62	38	2	4	231	22
1408	g	26	10	1	40	32	34	92	28	1	1	265	29
1409	b	52	7	4	20	31	38	73	34	3	7	269	18
1410	g	31	7	1	41	18	29	53	48	2	5	235	1
1411	g	34	12	3	38	17	33	88	20	1	7	253	4
1412	g	24	9	5	32	17	28	40	40	2	6	203	12
1413	g	23	8	1	34	16	20	51	38	3	7	201	23
1414	g	22	8	4	28	27	17	42	36	3	3	190	12
1415	g	37	11	4	23	18	14	56	38	1	4	206	26
1416	b	42	7	2	8	17	27	39	33	2	10	187	29
1417	g	43	12	3	26	17	15	43	23	3	6	191	19
1418	b	50	6	2	23	36	53	85	34	3	6	298	32
1419	b	48	10	3	6	19	36	50	31	2	5	210	13
1420	g	7	12	2	39	36	32	31	39	1	5	204	3
1421	b	12	7	4	37	18	39	41	26	3	7	194	28
1422	g	26	7	3	35	33	11	74	39	2	2	232	10
1423	g	44	11	5	28	21	21	48	21	1	5	205	3
1424	b	18	11	4	36	20	22	43	25	1	3	183	1
1425	g	10	7	4	42	35	35	42	31	3	7	216	29
1426	g	34	6	3	26	24	10	50	33	2	2	190	16
1427	g	41	4	2	25	25	11	69	41	2	7	227	7
1428	g	4	10	3	42	32	14	91	21	3	4	224	69
1429	b	61	7	2	3	36	27	41	23	3	8	211	47
1430	g	47	5	4	10	29	32	85	24	2	9	247	20
1431	g	29	10	4	36	17	24	65	43	2	2	232	72
1432	b	66	12	3	3	32	38	66	26	2	9	257	28
1433	g	14	11	3	42	27	26	89	22	1	4	239	4
1434	g	44	8	2	39	14	34	69	27	2	7	246	19
1435	g	14	5	5	42	30	40	44	42	2	2	226	28
1436	g	15	6	2	37	27	18	62	28	1	6	202	30
1437	b	68	5	1	8	19	40	72	15	3	8	239	24
1438	g	9	6	2	31	31	15	88	47	1	5	235	18
1439	g	36	9	2	20	14	34	66	46	2	5	234	15
1440	g	24	10	4	32	16	29	31	39	4	2	191	22
1441	g	4	10	3	25	17	32	85	21	3	4	204	26
1442	g	27	9	5	30	15	12	68	36	1	5	208	0
1443	b	11	10	4	26	37	25	33	30	3	1	180	1
1444	g	31	5	3	22	31	17	71	41	3	5	229	15
1445	g	15	12	2	26	13	17	38	30	1	2	156	54
1446	b	73	5	2	14	21	41	81	32	2	5	276	0
1447	g	19	12	3	36	29	12	50	32	3	1	197	17
1448	g	6	6	3	29	37	30	51	44	2	5	213	24
1449	g	40	11	3	32	26	31	72	35	2	7	259	22
1450	g	7	7	4	38	12	22	92	34	3	6	225	23
1451	g	19	10	2	29	24	28	63	48	1	7	231	76
1452	g	48	6	5	18	31	30	62	18	4	8	230	1
1453	g	11	9	4	27	29	27	87	23	3	1	221	12
1454	g	8	11	5	25	21	13	59	45	2	1	190	10
1455	g	43	6	3	30	15	18	47	31	2	6	201	19
1456	b	63	6	5	3	37	37	48	34	2	10	245	67
1457	b	62	6	4	13	27	38	60	28	3	8	249	26
1458	g	27	12	2	39	28	31	77	46	3	4	269	10
1459	b	20	11	3	24	25	11	53	46	1	6	200	22
1460	g	23	9	5	39	21	32	59	40	1	4	233	23
1461	b	40	4	5	16	36	52	88	20	3	5	269	15
1462	g	36	8	5	23	33	15	84	33	2	2	241	85
1463	b	70	8	5	22	20	38	37	23	4	8	235	12
1464	g	17	8	3	34	32	25	38	45	4	3	209	2
1465	b	66	10	3	10	36	34	84	15	2	7	267	17
1466	g	31	10	3	22	25	39	80	30	2	2	244	2
1467	g	23	5	3	36	30	9	85	40	3	4	238	88
1468	g	56	5	2	3	21	27	85	21	4	6	230	83
1469	b	73	6	2	5	29	52	67	16	2	9	261	86
1470	b	75	7	3	23	33	31	51	25	3	5	256	17
1471	b	19	7	3	27	30	16	65	47	1	2	217	88
1472	b	44	8	2	2	32	22	46	14	3	5	178	9
1473	g	17	10	4	39	21	20	77	20	1	3	212	21
1474	g	5	6	3	39	27	35	75	41	1	1	233	25
